idx,mod idx,op,name,target,args
734,,call_function,floordiv_29,<built-in function floordiv>,"(%getitem_158, 2"
735,,call_function,getitem_159,<built-in function getitem>,"(%transpose_29, (Ellipsis, slice(floordiv_29,"
736,,call_function,neg_14,<built-in function neg>,(%getitem_159
737,,call_function,cat_15,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_14, getitem_157)"
738,,call_function,mul_82,<built-in function mul>,"(%cat_15, %unsqueeze_16"
739,,call_function,add_45,<built-in function add>,"(%mul_81, %mul_82"
740,,call_function,mul_83,<built-in function mul>,"(%transpose_30, %unsqueeze_15"
741,,call_method,size_56,size,(%transpose_30
742,,call_function,getitem_160,<built-in function getitem>,"(%size_56, -1"
743,,call_function,floordiv_30,<built-in function floordiv>,"(%getitem_160, 2"
744,,call_function,getitem_161,<built-in function getitem>,"(%transpose_30, (Ellipsis, slice(None, floordi"
745,,call_method,size_57,size,(%transpose_30
746,,call_function,getitem_162,<built-in function getitem>,"(%size_57, -1"
747,,call_function,floordiv_31,<built-in function floordiv>,"(%getitem_162, 2"
748,,call_function,getitem_163,<built-in function getitem>,"(%transpose_30, (Ellipsis, slice(floordiv_31,"
749,,call_function,neg_15,<built-in function neg>,(%getitem_163
750,,call_function,cat_16,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_15, getitem_161)"
751,,call_function,mul_84,<built-in function mul>,"(%cat_16, %unsqueeze_16"
752,,call_function,add_46,<built-in function add>,"(%mul_83, %mul_84"
753,,call_method,size_58,size,(%add_46
754,,call_function,getitem_164,<built-in function getitem>,"(%size_58, 0"
755,,call_function,getitem_165,<built-in function getitem>,"(%size_58, 1"
756,,call_function,getitem_166,<built-in function getitem>,"(%size_58, 2"
757,,call_function,getitem_167,<built-in function getitem>,"(%size_58, 3"
758,,call_function,getitem_168,<built-in function getitem>,"(%add_46, (slice(None, None, None), slic"
759,,call_method,expand_15,expand,"(%getitem_168, %getitem_164, %getitem_165, 4, %getitem_166, %getitem_167"
760,,call_function,mul_85,<built-in function mul>,"(%getitem_165, 4"
761,,call_method,reshape_14,reshape,"(%expand_15, %getitem_164, %mul_85, %getitem_166, %getitem_167"
762,,call_method,size_59,size,(%transpose_31
763,,call_function,getitem_169,<built-in function getitem>,"(%size_59, 0"
764,,call_function,getitem_170,<built-in function getitem>,"(%size_59, 1"
765,,call_function,getitem_171,<built-in function getitem>,"(%size_59, 2"
766,,call_function,getitem_172,<built-in function getitem>,"(%size_59, 3"
767,,call_function,getitem_173,<built-in function getitem>,"(%transpose_31, (slice(None, None, None), slic"
768,,call_method,expand_16,expand,"(%getitem_173, %getitem_169, %getitem_170, 4, %getitem_171, %getitem_172"
769,,call_function,mul_86,<built-in function mul>,"(%getitem_170, 4"
770,,call_method,reshape_15,reshape,"(%expand_16, %getitem_169, %mul_86, %getitem_171, %getitem_172"
771,,call_function,getattr_33,<built-in function getattr>,"(%add_45, device"
772,,call_function,getattr_34,<built-in function getattr>,"(%getattr_33, type"
773,,call_function,eq_10,<built-in function eq>,"(%getattr_34, cuda"
774,,call_function,gt_7,<built-in function gt>,"(%getitem_154, 1"
775,,call_function,scaled_dot_product_attention_7,<built-in function scaled_dot_product_attention>,"(%add_45, %reshape_14, %reshape_15"
776,,call_method,transpose_32,transpose,"(%scaled_dot_product_attention_7, 1, 2"
777,,call_method,contiguous_7,contiguous,(%transpose_32
778,,call_method,view_31,view,"(%contiguous_7, %getitem_153, %getitem_154, -1"
779,60,call_module,model_layers_7_self_attn_o_proj,model.layers.7.self_attn.o_proj,(%view_31
780,,call_function,add_47,<built-in function add>,"(%add_43, %model_layers_7_self_attn_o_proj"
781,,call_method,to_32,to,"(%add_47, torch.float32"
782,,call_method,pow_16,pow,"(%to_32, 2"
783,,call_method,mean_15,mean,"(%pow_16, -1"
784,,call_function,add_48,<built-in function add>,"(%mean_15, 1e-05"
785,,call_function,rsqrt_15,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_48
786,,call_function,mul_87,<built-in function mul>,"(%to_32, %rsqrt_15"
787,,get_attr,model_layers_7_post_attention_layernorm_weight,model.layers.7.post_attention_layernorm.weight,(
788,,call_function,getattr_35,<built-in function getattr>,"(%add_47, dtype"
789,,call_method,to_33,to,"(%mul_87, %getattr_35"
790,,call_function,mul_88,<built-in function mul>,"(%model_layers_7_post_attention_layernorm_weight, %to_33"
791,61,call_module,model_layers_7_mlp_gate_proj,model.layers.7.mlp.gate_proj,(%mul_88
792,62,call_module,model_layers_7_mlp_act_fn,model.layers.7.mlp.act_fn,(%model_layers_7_mlp_gate_proj
793,63,call_module,model_layers_7_mlp_up_proj,model.layers.7.mlp.up_proj,(%mul_88
794,,call_function,mul_89,<built-in function mul>,"(%model_layers_7_mlp_act_fn, %model_layers_7_mlp_up_proj"
795,64,call_module,model_layers_7_mlp_down_proj,model.layers.7.mlp.down_proj,(%mul_89
796,,call_function,add_49,<built-in function add>,"(%add_47, %model_layers_7_mlp_down_proj"
797,,call_method,to_34,to,"(%add_49, torch.float32"
798,,call_method,pow_17,pow,"(%to_34, 2"
799,,call_method,mean_16,mean,"(%pow_17, -1"
800,,call_function,add_50,<built-in function add>,"(%mean_16, 1e-05"
801,,call_function,rsqrt_16,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_50
802,,call_function,mul_90,<built-in function mul>,"(%to_34, %rsqrt_16"
803,,get_attr,model_layers_8_input_layernorm_weight,model.layers.8.input_layernorm.weight,(
804,,call_function,getattr_36,<built-in function getattr>,"(%add_49, dtype"
805,,call_method,to_35,to,"(%mul_90, %getattr_36"
806,,call_function,mul_91,<built-in function mul>,"(%model_layers_8_input_layernorm_weight, %to_35"
807,,call_method,size_60,size,(%mul_91
808,,call_function,getitem_174,<built-in function getitem>,"(%size_60, 0"
809,,call_function,getitem_175,<built-in function getitem>,"(%size_60, 1"
810,,call_function,getitem_176,<built-in function getitem>,"(%size_60, 2"
811,65,call_module,model_layers_8_self_attn_q_proj,model.layers.8.self_attn.q_proj,(%mul_91
812,66,call_module,model_layers_8_self_attn_k_proj,model.layers.8.self_attn.k_proj,(%mul_91
813,67,call_module,model_layers_8_self_attn_v_proj,model.layers.8.self_attn.v_proj,(%mul_91
814,,call_method,view_32,view,"(%model_layers_8_self_attn_q_proj, %getitem_174, %getitem_175, 32, 64"
815,,call_method,transpose_33,transpose,"(%view_32, 1, 2"
816,,call_method,view_33,view,"(%model_layers_8_self_attn_k_proj, %getitem_174, %getitem_175, 8, 64"
817,,call_method,transpose_34,transpose,"(%view_33, 1, 2"
818,,call_method,view_34,view,"(%model_layers_8_self_attn_v_proj, %getitem_174, %getitem_175, 8, 64"
819,,call_method,transpose_35,transpose,"(%view_34, 1, 2"
820,,call_method,unsqueeze_17,unsqueeze,"(%to, 1"
821,,call_method,unsqueeze_18,unsqueeze,"(%to_1, 1"
822,,call_function,mul_92,<built-in function mul>,"(%transpose_33, %unsqueeze_17"
823,,call_method,size_61,size,(%transpose_33
824,,call_function,getitem_177,<built-in function getitem>,"(%size_61, -1"
825,,call_function,floordiv_32,<built-in function floordiv>,"(%getitem_177, 2"
826,,call_function,getitem_178,<built-in function getitem>,"(%transpose_33, (Ellipsis, slice(None, floordi"
827,,call_method,size_62,size,(%transpose_33
828,,call_function,getitem_179,<built-in function getitem>,"(%size_62, -1"
829,,call_function,floordiv_33,<built-in function floordiv>,"(%getitem_179, 2"
830,,call_function,getitem_180,<built-in function getitem>,"(%transpose_33, (Ellipsis, slice(floordiv_33,"
831,,call_function,neg_16,<built-in function neg>,(%getitem_180
832,,call_function,cat_17,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_16, getitem_178)"
833,,call_function,mul_93,<built-in function mul>,"(%cat_17, %unsqueeze_18"
834,,call_function,add_51,<built-in function add>,"(%mul_92, %mul_93"
835,,call_function,mul_94,<built-in function mul>,"(%transpose_34, %unsqueeze_17"
836,,call_method,size_63,size,(%transpose_34
837,,call_function,getitem_181,<built-in function getitem>,"(%size_63, -1"
838,,call_function,floordiv_34,<built-in function floordiv>,"(%getitem_181, 2"
839,,call_function,getitem_182,<built-in function getitem>,"(%transpose_34, (Ellipsis, slice(None, floordi"
840,,call_method,size_64,size,(%transpose_34
841,,call_function,getitem_183,<built-in function getitem>,"(%size_64, -1"
842,,call_function,floordiv_35,<built-in function floordiv>,"(%getitem_183, 2"
843,,call_function,getitem_184,<built-in function getitem>,"(%transpose_34, (Ellipsis, slice(floordiv_35,"
844,,call_function,neg_17,<built-in function neg>,(%getitem_184
845,,call_function,cat_18,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_17, getitem_182)"
846,,call_function,mul_95,<built-in function mul>,"(%cat_18, %unsqueeze_18"
847,,call_function,add_52,<built-in function add>,"(%mul_94, %mul_95"
848,,call_method,size_65,size,(%add_52
849,,call_function,getitem_185,<built-in function getitem>,"(%size_65, 0"
850,,call_function,getitem_186,<built-in function getitem>,"(%size_65, 1"
851,,call_function,getitem_187,<built-in function getitem>,"(%size_65, 2"
852,,call_function,getitem_188,<built-in function getitem>,"(%size_65, 3"
853,,call_function,getitem_189,<built-in function getitem>,"(%add_52, (slice(None, None, None), slic"
854,,call_method,expand_17,expand,"(%getitem_189, %getitem_185, %getitem_186, 4, %getitem_187, %getitem_188"
855,,call_function,mul_96,<built-in function mul>,"(%getitem_186, 4"
856,,call_method,reshape_16,reshape,"(%expand_17, %getitem_185, %mul_96, %getitem_187, %getitem_188"
857,,call_method,size_66,size,(%transpose_35
858,,call_function,getitem_190,<built-in function getitem>,"(%size_66, 0"
859,,call_function,getitem_191,<built-in function getitem>,"(%size_66, 1"
860,,call_function,getitem_192,<built-in function getitem>,"(%size_66, 2"
861,,call_function,getitem_193,<built-in function getitem>,"(%size_66, 3"
862,,call_function,getitem_194,<built-in function getitem>,"(%transpose_35, (slice(None, None, None), slic"
863,,call_method,expand_18,expand,"(%getitem_194, %getitem_190, %getitem_191, 4, %getitem_192, %getitem_193"
864,,call_function,mul_97,<built-in function mul>,"(%getitem_191, 4"
865,,call_method,reshape_17,reshape,"(%expand_18, %getitem_190, %mul_97, %getitem_192, %getitem_193"
866,,call_function,getattr_37,<built-in function getattr>,"(%add_51, device"
867,,call_function,getattr_38,<built-in function getattr>,"(%getattr_37, type"
868,,call_function,eq_11,<built-in function eq>,"(%getattr_38, cuda"
869,,call_function,gt_8,<built-in function gt>,"(%getitem_175, 1"
870,,call_function,scaled_dot_product_attention_8,<built-in function scaled_dot_product_attention>,"(%add_51, %reshape_16, %reshape_17"
871,,call_method,transpose_36,transpose,"(%scaled_dot_product_attention_8, 1, 2"
872,,call_method,contiguous_8,contiguous,(%transpose_36
873,,call_method,view_35,view,"(%contiguous_8, %getitem_174, %getitem_175, -1"
874,68,call_module,model_layers_8_self_attn_o_proj,model.layers.8.self_attn.o_proj,(%view_35
875,,call_function,add_53,<built-in function add>,"(%add_49, %model_layers_8_self_attn_o_proj"
876,,call_method,to_36,to,"(%add_53, torch.float32"
877,,call_method,pow_18,pow,"(%to_36, 2"
878,,call_method,mean_17,mean,"(%pow_18, -1"
879,,call_function,add_54,<built-in function add>,"(%mean_17, 1e-05"
880,,call_function,rsqrt_17,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_54
881,,call_function,mul_98,<built-in function mul>,"(%to_36, %rsqrt_17"
882,,get_attr,model_layers_8_post_attention_layernorm_weight,model.layers.8.post_attention_layernorm.weight,(
883,,call_function,getattr_39,<built-in function getattr>,"(%add_53, dtype"
884,,call_method,to_37,to,"(%mul_98, %getattr_39"
885,,call_function,mul_99,<built-in function mul>,"(%model_layers_8_post_attention_layernorm_weight, %to_37"
886,69,call_module,model_layers_8_mlp_gate_proj,model.layers.8.mlp.gate_proj,(%mul_99
887,70,call_module,model_layers_8_mlp_act_fn,model.layers.8.mlp.act_fn,(%model_layers_8_mlp_gate_proj
888,71,call_module,model_layers_8_mlp_up_proj,model.layers.8.mlp.up_proj,(%mul_99
889,,call_function,mul_100,<built-in function mul>,"(%model_layers_8_mlp_act_fn, %model_layers_8_mlp_up_proj"
890,72,call_module,model_layers_8_mlp_down_proj,model.layers.8.mlp.down_proj,(%mul_100
891,,call_function,add_55,<built-in function add>,"(%add_53, %model_layers_8_mlp_down_proj"
892,,call_method,to_38,to,"(%add_55, torch.float32"
893,,call_method,pow_19,pow,"(%to_38, 2"
894,,call_method,mean_18,mean,"(%pow_19, -1"
895,,call_function,add_56,<built-in function add>,"(%mean_18, 1e-05"
896,,call_function,rsqrt_18,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_56
897,,call_function,mul_101,<built-in function mul>,"(%to_38, %rsqrt_18"
898,,get_attr,model_layers_9_input_layernorm_weight,model.layers.9.input_layernorm.weight,(
899,,call_function,getattr_40,<built-in function getattr>,"(%add_55, dtype"
900,,call_method,to_39,to,"(%mul_101, %getattr_40"
901,,call_function,mul_102,<built-in function mul>,"(%model_layers_9_input_layernorm_weight, %to_39"
902,,call_method,size_67,size,(%mul_102
903,,call_function,getitem_195,<built-in function getitem>,"(%size_67, 0"
904,,call_function,getitem_196,<built-in function getitem>,"(%size_67, 1"
905,,call_function,getitem_197,<built-in function getitem>,"(%size_67, 2"
906,73,call_module,model_layers_9_self_attn_q_proj,model.layers.9.self_attn.q_proj,(%mul_102
907,74,call_module,model_layers_9_self_attn_k_proj,model.layers.9.self_attn.k_proj,(%mul_102
908,75,call_module,model_layers_9_self_attn_v_proj,model.layers.9.self_attn.v_proj,(%mul_102
909,,call_method,view_36,view,"(%model_layers_9_self_attn_q_proj, %getitem_195, %getitem_196, 32, 64"
910,,call_method,transpose_37,transpose,"(%view_36, 1, 2"
911,,call_method,view_37,view,"(%model_layers_9_self_attn_k_proj, %getitem_195, %getitem_196, 8, 64"
912,,call_method,transpose_38,transpose,"(%view_37, 1, 2"
913,,call_method,view_38,view,"(%model_layers_9_self_attn_v_proj, %getitem_195, %getitem_196, 8, 64"
914,,call_method,transpose_39,transpose,"(%view_38, 1, 2"
915,,call_method,unsqueeze_19,unsqueeze,"(%to, 1"
916,,call_method,unsqueeze_20,unsqueeze,"(%to_1, 1"
917,,call_function,mul_103,<built-in function mul>,"(%transpose_37, %unsqueeze_19"
918,,call_method,size_68,size,(%transpose_37
919,,call_function,getitem_198,<built-in function getitem>,"(%size_68, -1"
920,,call_function,floordiv_36,<built-in function floordiv>,"(%getitem_198, 2"
921,,call_function,getitem_199,<built-in function getitem>,"(%transpose_37, (Ellipsis, slice(None, floordi"
922,,call_method,size_69,size,(%transpose_37
923,,call_function,getitem_200,<built-in function getitem>,"(%size_69, -1"
924,,call_function,floordiv_37,<built-in function floordiv>,"(%getitem_200, 2"
925,,call_function,getitem_201,<built-in function getitem>,"(%transpose_37, (Ellipsis, slice(floordiv_37,"
926,,call_function,neg_18,<built-in function neg>,(%getitem_201
927,,call_function,cat_19,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_18, getitem_199)"
928,,call_function,mul_104,<built-in function mul>,"(%cat_19, %unsqueeze_20"
929,,call_function,add_57,<built-in function add>,"(%mul_103, %mul_104"
930,,call_function,mul_105,<built-in function mul>,"(%transpose_38, %unsqueeze_19"
931,,call_method,size_70,size,(%transpose_38
932,,call_function,getitem_202,<built-in function getitem>,"(%size_70, -1"
933,,call_function,floordiv_38,<built-in function floordiv>,"(%getitem_202, 2"
934,,call_function,getitem_203,<built-in function getitem>,"(%transpose_38, (Ellipsis, slice(None, floordi"
935,,call_method,size_71,size,(%transpose_38
936,,call_function,getitem_204,<built-in function getitem>,"(%size_71, -1"
937,,call_function,floordiv_39,<built-in function floordiv>,"(%getitem_204, 2"
938,,call_function,getitem_205,<built-in function getitem>,"(%transpose_38, (Ellipsis, slice(floordiv_39,"
939,,call_function,neg_19,<built-in function neg>,(%getitem_205
940,,call_function,cat_20,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_19, getitem_203)"
941,,call_function,mul_106,<built-in function mul>,"(%cat_20, %unsqueeze_20"
942,,call_function,add_58,<built-in function add>,"(%mul_105, %mul_106"
943,,call_method,size_72,size,(%add_58
944,,call_function,getitem_206,<built-in function getitem>,"(%size_72, 0"
945,,call_function,getitem_207,<built-in function getitem>,"(%size_72, 1"
946,,call_function,getitem_208,<built-in function getitem>,"(%size_72, 2"
947,,call_function,getitem_209,<built-in function getitem>,"(%size_72, 3"
948,,call_function,getitem_210,<built-in function getitem>,"(%add_58, (slice(None, None, None), slic"
949,,call_method,expand_19,expand,"(%getitem_210, %getitem_206, %getitem_207, 4, %getitem_208, %getitem_209"
950,,call_function,mul_107,<built-in function mul>,"(%getitem_207, 4"
951,,call_method,reshape_18,reshape,"(%expand_19, %getitem_206, %mul_107, %getitem_208, %getitem_209"
952,,call_method,size_73,size,(%transpose_39
953,,call_function,getitem_211,<built-in function getitem>,"(%size_73, 0"
954,,call_function,getitem_212,<built-in function getitem>,"(%size_73, 1"
955,,call_function,getitem_213,<built-in function getitem>,"(%size_73, 2"
956,,call_function,getitem_214,<built-in function getitem>,"(%size_73, 3"
957,,call_function,getitem_215,<built-in function getitem>,"(%transpose_39, (slice(None, None, None), slic"
958,,call_method,expand_20,expand,"(%getitem_215, %getitem_211, %getitem_212, 4, %getitem_213, %getitem_214"
959,,call_function,mul_108,<built-in function mul>,"(%getitem_212, 4"
960,,call_method,reshape_19,reshape,"(%expand_20, %getitem_211, %mul_108, %getitem_213, %getitem_214"
961,,call_function,getattr_41,<built-in function getattr>,"(%add_57, device"
962,,call_function,getattr_42,<built-in function getattr>,"(%getattr_41, type"
963,,call_function,eq_12,<built-in function eq>,"(%getattr_42, cuda"
964,,call_function,gt_9,<built-in function gt>,"(%getitem_196, 1"
965,,call_function,scaled_dot_product_attention_9,<built-in function scaled_dot_product_attention>,"(%add_57, %reshape_18, %reshape_19"
966,,call_method,transpose_40,transpose,"(%scaled_dot_product_attention_9, 1, 2"
967,,call_method,contiguous_9,contiguous,(%transpose_40
968,,call_method,view_39,view,"(%contiguous_9, %getitem_195, %getitem_196, -1"
969,76,call_module,model_layers_9_self_attn_o_proj,model.layers.9.self_attn.o_proj,(%view_39
970,,call_function,add_59,<built-in function add>,"(%add_55, %model_layers_9_self_attn_o_proj"
971,,call_method,to_40,to,"(%add_59, torch.float32"
972,,call_method,pow_20,pow,"(%to_40, 2"
973,,call_method,mean_19,mean,"(%pow_20, -1"
974,,call_function,add_60,<built-in function add>,"(%mean_19, 1e-05"
975,,call_function,rsqrt_19,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_60
976,,call_function,mul_109,<built-in function mul>,"(%to_40, %rsqrt_19"
977,,get_attr,model_layers_9_post_attention_layernorm_weight,model.layers.9.post_attention_layernorm.weight,(
978,,call_function,getattr_43,<built-in function getattr>,"(%add_59, dtype"
979,,call_method,to_41,to,"(%mul_109, %getattr_43"
980,,call_function,mul_110,<built-in function mul>,"(%model_layers_9_post_attention_layernorm_weight, %to_41"
981,77,call_module,model_layers_9_mlp_gate_proj,model.layers.9.mlp.gate_proj,(%mul_110
982,78,call_module,model_layers_9_mlp_act_fn,model.layers.9.mlp.act_fn,(%model_layers_9_mlp_gate_proj
983,79,call_module,model_layers_9_mlp_up_proj,model.layers.9.mlp.up_proj,(%mul_110
984,,call_function,mul_111,<built-in function mul>,"(%model_layers_9_mlp_act_fn, %model_layers_9_mlp_up_proj"
985,80,call_module,model_layers_9_mlp_down_proj,model.layers.9.mlp.down_proj,(%mul_111
986,,call_function,add_61,<built-in function add>,"(%add_59, %model_layers_9_mlp_down_proj"
987,,call_method,to_42,to,"(%add_61, torch.float32"
988,,call_method,pow_21,pow,"(%to_42, 2"
989,,call_method,mean_20,mean,"(%pow_21, -1"
990,,call_function,add_62,<built-in function add>,"(%mean_20, 1e-05"
991,,call_function,rsqrt_20,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_62
992,,call_function,mul_112,<built-in function mul>,"(%to_42, %rsqrt_20"
993,,get_attr,model_layers_10_input_layernorm_weight,model.layers.10.input_layernorm.weight,(
994,,call_function,getattr_44,<built-in function getattr>,"(%add_61, dtype"
995,,call_method,to_43,to,"(%mul_112, %getattr_44"
996,,call_function,mul_113,<built-in function mul>,"(%model_layers_10_input_layernorm_weight, %to_43"
997,,call_method,size_74,size,(%mul_113
998,,call_function,getitem_216,<built-in function getitem>,"(%size_74, 0"
999,,call_function,getitem_217,<built-in function getitem>,"(%size_74, 1"
1000,,call_function,getitem_218,<built-in function getitem>,"(%size_74, 2"
1001,81,call_module,model_layers_10_self_attn_q_proj,model.layers.10.self_attn.q_proj,(%mul_113
1002,82,call_module,model_layers_10_self_attn_k_proj,model.layers.10.self_attn.k_proj,(%mul_113
1003,83,call_module,model_layers_10_self_attn_v_proj,model.layers.10.self_attn.v_proj,(%mul_113
1004,,call_method,view_40,view,"(%model_layers_10_self_attn_q_proj, %getitem_216, %getitem_217, 32, 64"
1005,,call_method,transpose_41,transpose,"(%view_40, 1, 2"
1006,,call_method,view_41,view,"(%model_layers_10_self_attn_k_proj, %getitem_216, %getitem_217, 8, 64"
1007,,call_method,transpose_42,transpose,"(%view_41, 1, 2"
1008,,call_method,view_42,view,"(%model_layers_10_self_attn_v_proj, %getitem_216, %getitem_217, 8, 64"
1009,,call_method,transpose_43,transpose,"(%view_42, 1, 2"
1010,,call_method,unsqueeze_21,unsqueeze,"(%to, 1"
1011,,call_method,unsqueeze_22,unsqueeze,"(%to_1, 1"
1012,,call_function,mul_114,<built-in function mul>,"(%transpose_41, %unsqueeze_21"
1013,,call_method,size_75,size,(%transpose_41
1014,,call_function,getitem_219,<built-in function getitem>,"(%size_75, -1"
1015,,call_function,floordiv_40,<built-in function floordiv>,"(%getitem_219, 2"
1016,,call_function,getitem_220,<built-in function getitem>,"(%transpose_41, (Ellipsis, slice(None, floordi"
1017,,call_method,size_76,size,(%transpose_41
1018,,call_function,getitem_221,<built-in function getitem>,"(%size_76, -1"
1019,,call_function,floordiv_41,<built-in function floordiv>,"(%getitem_221, 2"
1020,,call_function,getitem_222,<built-in function getitem>,"(%transpose_41, (Ellipsis, slice(floordiv_41,"
1021,,call_function,neg_20,<built-in function neg>,(%getitem_222
1022,,call_function,cat_21,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_20, getitem_220)"
1023,,call_function,mul_115,<built-in function mul>,"(%cat_21, %unsqueeze_22"
1024,,call_function,add_63,<built-in function add>,"(%mul_114, %mul_115"
1025,,call_function,mul_116,<built-in function mul>,"(%transpose_42, %unsqueeze_21"
1026,,call_method,size_77,size,(%transpose_42
1027,,call_function,getitem_223,<built-in function getitem>,"(%size_77, -1"
1028,,call_function,floordiv_42,<built-in function floordiv>,"(%getitem_223, 2"
1029,,call_function,getitem_224,<built-in function getitem>,"(%transpose_42, (Ellipsis, slice(None, floordi"
1030,,call_method,size_78,size,(%transpose_42
1031,,call_function,getitem_225,<built-in function getitem>,"(%size_78, -1"
1032,,call_function,floordiv_43,<built-in function floordiv>,"(%getitem_225, 2"
1033,,call_function,getitem_226,<built-in function getitem>,"(%transpose_42, (Ellipsis, slice(floordiv_43,"
1034,,call_function,neg_21,<built-in function neg>,(%getitem_226
1035,,call_function,cat_22,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_21, getitem_224)"
1036,,call_function,mul_117,<built-in function mul>,"(%cat_22, %unsqueeze_22"
1037,,call_function,add_64,<built-in function add>,"(%mul_116, %mul_117"
1038,,call_method,size_79,size,(%add_64
1039,,call_function,getitem_227,<built-in function getitem>,"(%size_79, 0"
1040,,call_function,getitem_228,<built-in function getitem>,"(%size_79, 1"
1041,,call_function,getitem_229,<built-in function getitem>,"(%size_79, 2"
1042,,call_function,getitem_230,<built-in function getitem>,"(%size_79, 3"
1043,,call_function,getitem_231,<built-in function getitem>,"(%add_64, (slice(None, None, None), slic"
1044,,call_method,expand_21,expand,"(%getitem_231, %getitem_227, %getitem_228, 4, %getitem_229, %getitem_230"
1045,,call_function,mul_118,<built-in function mul>,"(%getitem_228, 4"
1046,,call_method,reshape_20,reshape,"(%expand_21, %getitem_227, %mul_118, %getitem_229, %getitem_230"
1047,,call_method,size_80,size,(%transpose_43
1048,,call_function,getitem_232,<built-in function getitem>,"(%size_80, 0"
1049,,call_function,getitem_233,<built-in function getitem>,"(%size_80, 1"
1050,,call_function,getitem_234,<built-in function getitem>,"(%size_80, 2"
1051,,call_function,getitem_235,<built-in function getitem>,"(%size_80, 3"
1052,,call_function,getitem_236,<built-in function getitem>,"(%transpose_43, (slice(None, None, None), slic"
1053,,call_method,expand_22,expand,"(%getitem_236, %getitem_232, %getitem_233, 4, %getitem_234, %getitem_235"
1054,,call_function,mul_119,<built-in function mul>,"(%getitem_233, 4"
1055,,call_method,reshape_21,reshape,"(%expand_22, %getitem_232, %mul_119, %getitem_234, %getitem_235"
1056,,call_function,getattr_45,<built-in function getattr>,"(%add_63, device"
1057,,call_function,getattr_46,<built-in function getattr>,"(%getattr_45, type"
1058,,call_function,eq_13,<built-in function eq>,"(%getattr_46, cuda"
1059,,call_function,gt_10,<built-in function gt>,"(%getitem_217, 1"
1060,,call_function,scaled_dot_product_attention_10,<built-in function scaled_dot_product_attention>,"(%add_63, %reshape_20, %reshape_21"
1061,,call_method,transpose_44,transpose,"(%scaled_dot_product_attention_10, 1, 2"
1062,,call_method,contiguous_10,contiguous,(%transpose_44
1063,,call_method,view_43,view,"(%contiguous_10, %getitem_216, %getitem_217, -1"
1064,84,call_module,model_layers_10_self_attn_o_proj,model.layers.10.self_attn.o_proj,(%view_43
1065,,call_function,add_65,<built-in function add>,"(%add_61, %model_layers_10_self_attn_o_proj"
1066,,call_method,to_44,to,"(%add_65, torch.float32"
1067,,call_method,pow_22,pow,"(%to_44, 2"
1068,,call_method,mean_21,mean,"(%pow_22, -1"
1069,,call_function,add_66,<built-in function add>,"(%mean_21, 1e-05"
1070,,call_function,rsqrt_21,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_66
1071,,call_function,mul_120,<built-in function mul>,"(%to_44, %rsqrt_21"
1072,,get_attr,model_layers_10_post_attention_layernorm_weight,model.layers.10.post_attention_layernorm.weight,(
1073,,call_function,getattr_47,<built-in function getattr>,"(%add_65, dtype"
1074,,call_method,to_45,to,"(%mul_120, %getattr_47"
1075,,call_function,mul_121,<built-in function mul>,"(%model_layers_10_post_attention_layernorm_weight, %to_45"
1076,85,call_module,model_layers_10_mlp_gate_proj,model.layers.10.mlp.gate_proj,(%mul_121
1077,86,call_module,model_layers_10_mlp_act_fn,model.layers.10.mlp.act_fn,(%model_layers_10_mlp_gate_proj
1078,87,call_module,model_layers_10_mlp_up_proj,model.layers.10.mlp.up_proj,(%mul_121
1079,,call_function,mul_122,<built-in function mul>,"(%model_layers_10_mlp_act_fn, %model_layers_10_mlp_up_proj"
1080,88,call_module,model_layers_10_mlp_down_proj,model.layers.10.mlp.down_proj,(%mul_122
1081,,call_function,add_67,<built-in function add>,"(%add_65, %model_layers_10_mlp_down_proj"
1082,,call_method,to_46,to,"(%add_67, torch.float32"
1083,,call_method,pow_23,pow,"(%to_46, 2"
1084,,call_method,mean_22,mean,"(%pow_23, -1"
1085,,call_function,add_68,<built-in function add>,"(%mean_22, 1e-05"
1086,,call_function,rsqrt_22,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_68
1087,,call_function,mul_123,<built-in function mul>,"(%to_46, %rsqrt_22"
1088,,get_attr,model_layers_11_input_layernorm_weight,model.layers.11.input_layernorm.weight,(
1089,,call_function,getattr_48,<built-in function getattr>,"(%add_67, dtype"
1090,,call_method,to_47,to,"(%mul_123, %getattr_48"
1091,,call_function,mul_124,<built-in function mul>,"(%model_layers_11_input_layernorm_weight, %to_47"
1092,,call_method,size_81,size,(%mul_124
